ID,Education,Marital_Status,Income,Recency,Wine_Spending,Fruit_Spending,Meat_Spending,Fish_Spending,Sweet_Spending,Gold_Spending,Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visit,Complain,Partner,Monetary,Frequency,Age,Length,Total_Campaign,Cluster_Group,CLV,Churn_Risk,Engagement_Score,Loyalty_Status
35,Middle,Married,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,1,210,7,19-29,1209,1,0,1050,Low,12.908415841584159,Regular
2258,Middle,Married,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,1,42,4,19-29,1122,0,0,210,Low,5.831683168316832,New
4322,Master,Others,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,1291,19,50-59,764,0,2,6455,Low,49.31435643564357,Loyal
713,Master,Married,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,442,14,30-39,571,0,0,2210,Low,26.252475247524753,Regular
4702,Middle,Single,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,1895,16,50-59,1236,0,1,9475,Low,57.52475247524753,Loyal
3281,Master,Married,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,2,411,13,50-59,788,0,0,2055,Low,24.388613861386137,Regular
702,Basic,Others,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,1,521,15,40-49,1049,0,0,2605,Low,29.066831683168314,Regular
2004,Middle,Single,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,1,1168,16,40-49,834,0,2,5840,Low,43.128712871287135,Loyal
4769,Master,Others,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,2,493,16,30-39,561,1,2,2465,Low,29.762376237623766,Loyal
4437,Middle,Married,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,2,260,10,50-59,981,0,0,1300,Low,17.648514851485146,Regular
8724,Middle,Single,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,1,46,5,30-39,927,0,0,230,Low,7.16089108910891,Regular
10741,Master,Others,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,1,319,12,60-69,994,0,0,1595,Low,21.31683168316832,Regular
1991,Middle,Others,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,1,96,6,40-49,712,0,0,480,Low,9.400990099009903,Regular
6931,Middle,Others,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1062,15,40-49,684,2,2,5310,Low,39.77970297029702,Regular
11096,Basic,Others,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,1,232,10,60-69,875,0,0,1160,Low,17.09405940594059,Regular
304,Master,Single,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,1,76,6,30-39,738,0,0,380,Low,9.004950495049506,Regular
3665,Basic,Others,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,1,54,6,30-39,784,0,0,270,Low,8.56930693069307,Regular
10591,Middle,Others,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,1,201,9,40-49,1242,0,0,1005,Low,15.23019801980198,Regular
5036,Master,Single,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,1,406,12,30-39,1128,0,0,2030,Low,23.039603960396043,Regular
5547,Master,Married,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,1919,19,30-39,876,3,2,9595,Low,61.75000000000001,Loyal
7822,Middle,Others,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,1,662,18,30-39,940,0,1,3310,Low,35.60891089108911,Loyal
8541,Basic,Married,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,1,41,6,19-29,663,0,0,205,Low,8.311881188118814,Regular
10955,Middle,Others,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,1600,13,50-59,723,1,2,8000,Low,47.93316831683169,Regular
4368,Middle,Married,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,1,134,7,30-39,758,0,0,670,Low,11.403465346534654,Regular
9671,Middle,Married,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,2,69,6,40-49,704,2,0,345,Low,8.866336633663368,Regular
2256,Master,Married,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,2,21,4,40-49,642,0,0,105,Low,5.415841584158416,New
4279,Basic,Single,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,2,54,5,50-59,640,0,0,270,Low,7.3193069306930685,Regular
5371,Middle,Single,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,91,6,19-29,632,2,0,455,Low,9.301980198019804,Regular
9240,Master,Single,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,1,526,16,40-49,692,0,2,2630,Low,30.415841584158414,Loyal
9460,Middle,Married,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,162,7,50-59,987,0,0,810,Low,11.957920792079209,Regular
9504,Master,Married,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,1008,24,60-69,785,1,2,5040,Low,49.960396039603964,Loyal
8692,Middle,Others,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,2,240,10,60-69,1205,0,0,1200,Low,17.25247524752475,Regular
448,Master,Single,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,1,795,19,30-39,1035,0,1,3975,Low,39.492574257425744,Loyal
8314,Middle,Married,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1772,18,30-39,1000,1,1,8860,Low,57.589108910891085,Loyal
8420,Basic,Married,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,64,6,40-49,880,0,0,320,Low,8.767326732673268,Regular
3174,Middle,Others,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1957,19,50-59,953,5,1,9785,Low,62.50247524752476,Loyal
7685,Middle,Married,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,1,78,6,30-39,843,0,0,390,Low,9.044554455445546,Regular
3179,Middle,Single,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,1572,19,30-39,928,0,1,7860,Low,54.87871287128713,Loyal
9780,Master,Others,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,1,795,24,40-49,919,0,2,3975,Low,45.74257425742575,Loyal
10681,Basic,Married,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,1,889,21,40-49,715,0,2,4445,Low,43.853960396039604,Loyal
10232,Master,Others,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,1,331,12,50-59,786,0,0,1655,Low,21.55445544554456,Regular
4184,Master,Others,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,1,265,10,60-69,572,0,0,1325,Low,17.747524752475247,Regular
9120,Middle,Single,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,1,1065,15,50-59,1121,0,1,5325,Low,39.839108910891085,Regular
891,Master,Others,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,2,11,3,60-69,845,0,0,55,Low,3.9678217821782185,New
10381,Middle,Single,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,1,21,3,30-39,909,0,0,105,Low,4.165841584158417,New
3525,Middle,Others,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,2,17,3,40-49,1119,0,0,85,Low,4.086633663366338,New
6818,Middle,Married,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,1,369,11,40-49,1205,0,0,1845,Low,21.056930693069308,Regular
3526,Master,Married,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,2,38,4,40-49,703,0,0,190,Low,5.752475247524753,New
8181,Basic,Single,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,1,177,8,30-39,839,0,0,885,Low,13.504950495049506,Regular
1029,Master,Others,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,1,279,11,40-49,882,0,0,1395,Low,19.274752475247524,Regular
7369,Master,Married,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,1,62,5,30-39,820,0,0,310,Low,7.477722772277227,Regular
2574,Master,Married,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,1230,18,30-39,1064,4,1,6150,Low,46.85643564356435,Loyal
8159,Middle,Married,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,2,182,8,40-49,639,0,0,910,Low,13.603960396039605,Regular
1160,Middle,Married,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,2,49,6,40-49,860,0,0,245,Low,8.470297029702971,Regular
10242,Master,Others,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,2,75,6,40-49,836,0,0,375,Low,8.985148514851486,Regular
5253,Master,Others,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,2,227,10,50-59,905,0,0,1135,Low,16.995049504950494,Regular
5966,Master,Married,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,2,215,10,40-49,1146,1,0,1075,Low,16.75742574257426,Regular
5314,Middle,Others,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,1,444,13,60-69,1018,0,0,2220,Low,25.042079207920793,Regular
5081,Basic,Others,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,2,47,4,40-49,802,0,0,235,Low,5.9306930693069315,New
5123,Master,Married,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,143,6,60-69,990,0,0,715,Low,10.331683168316832,Regular
5756,Middle,Others,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,1,55,5,30-39,637,0,0,275,Low,7.339108910891088,Regular
8036,Basic,Others,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,2,63,7,40-49,622,0,0,315,Low,9.997524752475249,Regular
9058,Middle,Others,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,0,0,1867,21,60-69,1194,4,1,9335,Low,63.22029702970298,Loyal
5057,Master,Married,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,1,611,18,50-59,838,0,2,3055,Low,34.5990099009901,Loyal
254,Middle,Others,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,473,15,60-69,593,1,2,2365,Low,28.116336633663362,Regular
4179,Middle,Others,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,55,5,50-59,863,0,0,275,Low,7.339108910891088,Regular
3710,Master,Single,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,81,5,30-39,1175,1,0,405,Low,-2.1460396039603964,Regular
7627,Master,Married,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,2086,21,40-49,1114,3,1,10430,Low,67.5569306930693,Loyal
4501,Master,Single,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,1478,19,50-59,781,0,2,7390,Low,53.01732673267326,Loyal
6424,Middle,Others,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,1,49,4,30-39,700,0,0,245,Low,5.970297029702971,New
3075,Master,Married,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,382,14,40-49,841,0,0,1910,Low,25.064356435643564,Regular
4992,Master,Others,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,69,6,40-49,833,1,0,345,Low,8.866336633663368,Regular
5252,Middle,Others,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,1,67,5,40-49,1161,0,0,335,Low,7.576732673267326,Regular
7444,Master,Married,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,2,30,4,40-49,803,0,0,150,Low,5.594059405940595,New
6919,Basic,Married,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,1,63,6,30-39,940,0,0,315,Low,8.747524752475249,Regular
3537,Middle,Others,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,1,79,7,30-39,1231,0,0,395,Low,10.314356435643566,Regular
10277,Middle,Single,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,1,42,4,50-59,1043,0,0,210,Low,5.831683168316832,New
2453,Middle,Others,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,1,819,20,50-59,1217,0,1,4095,Low,41.21782178217822,Loyal
7972,Middle,Single,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,1151,16,60-69,835,0,2,5755,Low,42.7920792079208,Loyal
895,Master,Married,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,2,594,17,60-69,1117,0,1,2970,Low,33.01237623762376,Loyal
1177,Master,Others,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,2,129,7,40-49,1069,0,0,645,Low,11.304455445544555,Regular
7141,Master,Single,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,213,8,19-29,1097,1,0,1065,Low,14.21782178217822,Regular
7232,Middle,Others,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,1,67,5,40-49,688,0,0,335,Low,7.576732673267326,Regular
8477,Middle,Others,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,3,28,4,50-59,1025,0,0,140,Low,5.554455445544555,New
2457,Basic,Married,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,1,45,4,40-49,1161,0,0,225,Low,5.891089108910892,New
988,Middle,Married,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,1193,17,50-59,603,1,2,5965,Low,44.87376237623762,Loyal
7930,Master,Single,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,268,10,40-49,864,0,0,1340,Low,17.806930693069305,Regular
4587,Master,Others,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,266,11,70-79,896,0,0,1330,Low,19.01732673267327,Regular
6682,Basic,Married,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,1,37,4,40-49,1115,0,0,185,Low,5.732673267326733,New
6222,Middle,Married,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,3,37,5,40-49,794,0,0,185,Low,6.982673267326733,Regular
10299,Master,Single,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,882,22,40-49,1147,1,1,4410,Low,44.96534653465346,Loyal
3083,Middle,Married,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,2,373,13,40-49,888,0,0,1865,Low,23.636138613861384,Regular
8953,Master,Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,3,35,4,50-59,969,0,0,175,High,5.693069306930694,New
1503,Master,Others,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,2,107,1,30-39,941,0,0,535,Low,3.368811881188119,New
8650,Middle,Others,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,2,42,4,30-39,1018,0,0,210,Low,5.831683168316832,New
10862,Master,Married,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,1,326,12,50-59,1231,0,0,1630,Low,21.455445544554458,Regular
2782,Master,Married,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,1,404,14,50-59,903,0,0,2020,Low,25.5,Regular
6941,Middle,Single,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,95,5,40-49,900,0,0,475,Low,8.131188118811881,Regular
10972,Middle,Others,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,939,13,60-69,661,2,2,4695,Low,34.8440594059406,Regular
10708,Basic,Single,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,1,33,4,30-39,733,0,0,165,Low,5.653465346534654,New
6583,Basic,Married,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,981,20,60-69,941,1,1,4905,Low,44.42574257425743,Loyal
3641,Middle,Married,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,1,36,5,30-39,1075,0,0,180,Low,6.9628712871287135,Regular
10156,Middle,Single,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,1,1237,19,40-49,941,0,1,6185,Low,48.2450495049505,Loyal
4299,Middle,Others,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,1825,27,50-59,1196,1,1,9125,Low,69.88861386138613,Loyal
3469,Master,Others,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,2,103,6,30-39,1211,0,0,515,Low,9.539603960396041,Regular
5063,Middle,Single,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,1,191,9,30-39,1108,0,0,955,Low,15.032178217821782,Regular
10727,Master,Married,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,1,1586,23,40-49,772,0,2,7930,Low,60.15594059405941,Loyal
9624,Master,Others,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,963,13,50-59,566,0,2,4815,Low,35.319306930693074,Regular
5156,Basic,Married,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,1,889,21,40-49,715,0,2,4445,Low,43.853960396039604,Loyal
4376,Basic,Single,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,0,0,93,6,50-59,684,2,0,465,Low,9.341584158415843,Regular
8923,Middle,Single,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,1587,20,40-49,987,1,1,7935,Low,56.425742574257434,Loyal
8461,Middle,Others,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,3,16,3,50-59,661,0,0,80,Low,4.066831683168318,New
6945,Middle,Single,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,1375,31,60-69,940,0,1,6875,Low,65.97772277227722,Loyal
944,Middle,Married,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,1,393,13,50-59,1087,0,0,1965,Low,24.03217821782178,Regular
1907,Master,Others,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,1,1477,21,60-69,1189,1,1,7385,Low,55.49752475247524,Loyal
701,Middle,Married,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,0,1,1179,16,40-49,785,1,2,5895,Low,43.346534653465355,Loyal
3856,Middle,Others,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,1,1005,22,50-59,1182,0,1,5025,Low,47.4009900990099,Loyal
4149,Master,Others,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,1348,20,60-69,597,0,2,6740,Low,51.693069306930695,Loyal
2131,Master,Others,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,1,1307,19,50-59,1096,0,1,6535,Low,49.631188118811885,Loyal
2942,Middle,Single,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,0,1,486,13,50-59,968,1,0,2430,Low,25.873762376237625,Regular
1173,Master,Others,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,0,2252,12,60-69,1026,3,1,11260,Low,59.594059405940605,Regular
4381,Master,Married,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,2,235,10,40-49,865,0,0,1175,Low,17.153465346534652,Regular
4611,Middle,Others,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1724,30,40-49,1074,3,1,8620,Low,71.63861386138615,Loyal
3376,Master,Others,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,1,235,10,40-49,748,0,0,1175,Low,17.153465346534652,Regular
4679,Master,Married,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,1,1092,25,30-39,587,0,2,5460,Low,52.87376237623762,Loyal
10928,Middle,Others,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,1,599,15,50-59,836,0,2,2995,Low,30.61138613861386,Regular
4248,Master,Single,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,2008,19,50-59,682,1,2,10040,Low,63.51237623762377,Loyal
6728,Middle,Others,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,1,48,4,30-39,1221,0,0,240,Low,5.950495049504951,New
6661,Middle,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,1,1174,27,40-49,1236,0,1,5870,Low,56.99752475247525,Loyal
4725,Master,Others,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,1,67,6,60-69,627,0,0,335,Low,8.826732673267328,Regular
3277,Middle,Others,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,1,365,13,60-69,1245,0,0,1825,Low,23.477722772277225,Regular
5555,Middle,Others,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,40-49,692,0,0,30,Low,0.1188118811881188,New
2564,Middle,Others,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,1,165,8,60-69,726,0,0,825,Low,13.267326732673268,Regular
946,Basic,Others,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,210,9,50-59,1195,0,0,1050,Low,15.408415841584159,Regular
3867,Master,Others,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,1,1095,25,60-69,852,0,2,5475,Low,52.93316831683168,Loyal
6940,Master,Single,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,0,3,223,8,40-49,801,1,0,1115,Low,14.415841584158418,Regular
55,Middle,Others,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,1,597,18,50-59,1119,0,1,2985,Low,34.321782178217816,Loyal
7093,Middle,Married,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,1,22,3,30-39,777,0,0,110,Low,4.185643564356437,New
5084,Middle,Others,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,1,1064,23,40-49,736,0,2,5320,Low,49.819306930693074,Loyal
1777,Basic,Married,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,74,5,30-39,1210,0,0,370,Low,7.715346534653465,Regular
8162,Master,Others,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,26,4,50-59,1094,0,0,130,Low,5.514851485148515,New
10826,Middle,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,60,4,50-59,1098,0,0,300,Low,6.188118811881188,New
8754,Master,Others,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,1,20,3,40-49,959,0,0,100,Low,4.146039603960397,New
1987,Basic,Single,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,1,59,5,19-29,827,0,0,295,Low,7.418316831683168,Regular
11007,Master,Married,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,1,34,4,40-49,966,0,0,170,Low,5.673267326732674,New
7426,Basic,Married,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,2,198,9,40-49,784,0,0,990,Low,15.17079207920792,Regular
9153,Master,Married,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,1,1048,25,50-59,885,0,1,5240,Low,52.00247524752475,Loyal
10379,Master,Single,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,2,574,16,50-59,783,0,0,2870,Low,31.366336633663366,Loyal
9204,Middle,Others,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,1,1029,13,40-49,1205,0,1,5145,Low,36.62623762376238,Regular
3197,Middle,Married,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,1,670,18,30-39,745,0,2,3350,Low,35.76732673267327,Loyal
2920,Master,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,1,990,14,40-49,1125,0,1,4950,Low,37.103960396039604,Regular
6961,Middle,Married,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,2,11,3,40-49,588,0,0,55,Low,3.9678217821782185,New
4673,Master,Married,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,1241,18,50-59,1157,2,1,6205,Low,47.07425742574257,Loyal
9937,Middle,Single,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,576,16,30-39,728,0,2,2880,Low,31.405940594059405,Loyal
8779,Basic,Married,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,0,1,172,8,30-39,928,2,0,860,Low,13.405940594059407,Regular
9596,Master,Single,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,664,19,30-39,738,0,2,3320,Low,36.89851485148515,Loyal
2891,Middle,Others,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,1,928,21,50-59,804,0,2,4640,Low,44.62623762376238,Loyal
4910,Middle,Others,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,2074,29,40-49,1218,0,1,10370,Low,77.31930693069306,Loyal
75,Basic,Others,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,467,14,30-39,889,0,0,2335,Low,26.74752475247525,Regular
10120,Middle,Others,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,1,257,10,60-69,798,0,0,1285,Low,17.58910891089109,Regular
6327,Middle,Others,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,1146,16,40-49,742,0,2,5730,Low,42.693069306930695,Loyal
10142,Master,Others,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,1,689,18,30-39,1029,0,1,3445,Low,36.14356435643564,Loyal
9826,Master,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,2114,21,40-49,1205,1,1,10570,Low,68.11138613861387,Loyal
1501,Master,Married,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,1717,29,30-39,1244,0,1,8585,Low,70.25000000000001,Loyal
10767,Master,Others,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1346,20,19-29,594,2,2,6730,Low,51.65346534653465,Loyal
7279,Master,Others,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,1044,14,40-49,822,0,2,5220,Low,38.17326732673267,Regular
7230,Master,Others,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,493,16,50-59,1183,2,1,2465,Low,29.762376237623766,Loyal
143,Middle,Single,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,957,12,40-49,858,0,0,4785,Low,33.95049504950495,Regular
450,Master,Others,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,1,270,9,50-59,902,0,0,1350,Low,16.596534653465348,Regular
9316,Basic,Others,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,29,4,60-69,789,0,0,145,Low,5.574257425742575,New
6379,Master,Others,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,2,121,6,60-69,946,1,0,605,Low,9.896039603960396,Regular
9239,Master,Married,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,2,126,7,50-59,888,0,0,630,Low,11.245049504950497,Regular
8315,Middle,Single,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,23,3,19-29,645,0,0,115,Low,4.205445544554456,New
2868,Master,Single,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,2,57,5,60-69,997,1,0,285,Low,7.378712871287128,Regular
10888,Middle,Single,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,636,18,50-59,788,0,2,3180,Low,35.09405940594059,Loyal
1277,Middle,Others,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,1004,27,50-59,631,1,2,5020,Low,53.63118811881189,Loyal
9977,Middle,Others,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,1,734,17,40-49,835,0,0,3670,Low,35.78465346534654,Loyal
10196,Middle,Married,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,2,614,18,30-39,659,0,2,3070,Low,34.65841584158416,Loyal
6384,Middle,Others,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,0,1,1453,18,30-39,688,1,2,7265,Low,51.272277227722775,Loyal
8029,Master,Single,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,0,1621,14,19-29,611,4,2,8105,Low,49.5990099009901,Regular
968,Master,Others,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,1,187,9,40-49,735,0,0,935,Low,14.952970297029703,Regular
6988,Middle,Married,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,1,1443,20,19-29,1085,2,1,7215,Low,53.57425742574258,Loyal
4472,Master,Others,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,1,57,5,40-49,552,0,0,285,Low,7.378712871287128,Regular
6991,Middle,Others,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,1,637,18,60-69,995,0,1,3185,Low,35.11386138613861,Loyal
